Country,Year,Gender ratio,Education level,Percentage women
Switzerland,2010,0.97,Ratio of girls to boys in secondary education,29.0
Switzerland,2010,0.92,Ratio of girls to boys in upper secondary education,29.0
Switzerland,2015,1.0,Ratio of girls to boys in primary education,30.5
Switzerland,2015,0.97,Ratio of girls to boys in secondary education,30.5
Switzerland,2015,0.94,Ratio of girls to boys in upper secondary education,30.5
Switzerland,2018,0.99,Ratio of girls to boys in primary education,32.5
Switzerland,2018,0.95,Ratio of girls to boys in secondary education,32.5
Switzerland,2018,0.92,Ratio of girls to boys in upper secondary education,32.5
Switzerland,2019,1.0,Ratio of girls to boys in primary education,32.5
Switzerland,2019,0.95,Ratio of girls to boys in secondary education,32.5
Switzerland,2019,0.91,Ratio of girls to boys in upper secondary education,32.5
Syrian Arab Republic,2005,0.97,Ratio of girls to boys in primary education,12.0
Syrian Arab Republic,2005,0.96,Ratio of girls to boys in secondary education,12.0
Syrian Arab Republic,2005,0.99,Ratio of girls to boys in upper secondary education,12.0
Syrian Arab Republic,2010,0.97,Ratio of girls to boys in primary education,12.4
Syrian Arab Republic,2010,1.0,Ratio of girls to boys in secondary education,12.4
Syrian Arab Republic,2010,1.08,Ratio of girls to boys in upper secondary education,12.4
Tajikistan,2005,0.97,Ratio of girls to boys in primary education,12.7
Tajikistan,2005,0.84,Ratio of girls to boys in secondary education,12.7
Tajikistan,2005,0.62,Ratio of girls to boys in upper secondary education,12.7
Tajikistan,2010,0.98,Ratio of girls to boys in primary education,17.5
Tajikistan,2010,0.87,Ratio of girls to boys in secondary education,17.5
Tajikistan,2010,0.67,Ratio of girls to boys in upper secondary education,17.5
Tajikistan,2015,0.99,Ratio of girls to boys in primary education,16.9
Thailand,2005,0.97,Ratio of girls to boys in primary education,8.8
Thailand,2005,1.05,Ratio of girls to boys in secondary education,8.8
Thailand,2005,1.12,Ratio of girls to boys in upper secondary education,8.8
Thailand,2010,0.99,Ratio of girls to boys in primary education,13.3
Thailand,2010,1.07,Ratio of girls to boys in secondary education,13.3
Thailand,2010,1.18,Ratio of girls to boys in upper secondary education,13.3
Thailand,2015,0.94,Ratio of girls to boys in primary education,6.1
Thailand,2015,0.96,Ratio of girls to boys in secondary education,6.1
Thailand,2015,1.0,Ratio of girls to boys in upper secondary education,6.1
Thailand,2018,1.0,Ratio of girls to boys in primary education,4.8
Thailand,2018,0.98,Ratio of girls to boys in secondary education,4.8
Thailand,2018,1.06,Ratio of girls to boys in upper secondary education,4.8
Thailand,2019,1.0,Ratio of girls to boys in primary education,5.4
Thailand,2019,0.97,Ratio of girls to boys in secondary education,5.4
Thailand,2019,1.02,Ratio of girls to boys in upper secondary education,5.4
Thailand,2020,1.0,Ratio of girls to boys in primary education,16.2
Thailand,2020,0.98,Ratio of girls to boys in secondary education,16.2
Thailand,2020,1.02,Ratio of girls to boys in upper secondary education,16.2
Timor-Leste,2005,0.91,Ratio of girls to boys in primary education,25.3
Timor-Leste,2005,0.97,Ratio of girls to boys in secondary education,25.3
Timor-Leste,2010,0.95,Ratio of girls to boys in primary education,29.2
Timor-Leste,2010,0.99,Ratio of girls to boys in secondary education,29.2
Timor-Leste,2010,0.96,Ratio of girls to boys in upper secondary education,29.2
Timor-Leste,2015,0.98,Ratio of girls to boys in primary education,38.5
Timor-Leste,2015,1.06,Ratio of girls to boys in secondary education,38.5
Timor-Leste,2015,1.06,Ratio of girls to boys in upper secondary education,38.5
Timor-Leste,2018,0.96,Ratio of girls to boys in primary education,32.3
Timor-Leste,2018,1.08,Ratio of girls to boys in secondary education,32.3
Timor-Leste,2018,1.1,Ratio of girls to boys in upper secondary education,32.3
Timor-Leste,2019,0.98,Ratio of girls to boys in primary education,40.0
Timor-Leste,2019,1.1,Ratio of girls to boys in secondary education,40.0
Timor-Leste,2019,1.13,Ratio of girls to boys in upper secondary education,40.0
Togo,2005,0.85,Ratio of girls to boys in primary education,6.2
Togo,2005,0.53,Ratio of girls to boys in secondary education,6.2
Togo,2005,0.41,Ratio of girls to boys in upper secondary education,6.2
Togo,2010,0.9,Ratio of girls to boys in primary education,11.1
Togo,2015,0.95,Ratio of girls to boys in primary education,17.6
Togo,2018,0.96,Ratio of girls to boys in primary education,17.6
Togo,2019,0.97,Ratio of girls to boys in primary education,16.5
Togo,2020,0.97,Ratio of girls to boys in primary education,18.7
Togo,2020,0.64,Ratio of girls to boys in upper secondary education,18.7
Tonga,2005,0.97,Ratio of girls to boys in primary education,0.0
Tonga,2010,0.98,Ratio of girls to boys in primary education,3.1
Tonga,2010,1.07,Ratio of girls to boys in secondary education,3.1
Tonga,2015,0.99,Ratio of girls to boys in primary education,0.0
Tonga,2015,1.03,Ratio of girls to boys in secondary education,0.0
Tonga,2015,1.19,Ratio of girls to boys in upper secondary education,0.0
Tonga,2018,0.99,Ratio of girls to boys in primary education,7.4
Tonga,2019,0.97,Ratio of girls to boys in primary education,7.4
Tonga,2019,1.14,Ratio of girls to boys in secondary education,7.4
Tonga,2019,1.25,Ratio of girls to boys in upper secondary education,7.4
Tonga,2020,0.95,Ratio of girls to boys in primary education,7.4
Tonga,2020,1.18,Ratio of girls to boys in secondary education,7.4
Tonga,2020,1.21,Ratio of girls to boys in upper secondary education,7.4
Trinidad and Tobago,2005,0.97,Ratio of girls to boys in primary education,19.4
Trinidad and Tobago,2010,0.97,Ratio of girls to boys in primary education,26.8
Tunisia,2005,0.99,Ratio of girls to boys in primary education,22.8
Tunisia,2005,1.1,Ratio of girls to boys in secondary education,22.8
Tunisia,2005,1.22,Ratio of girls to boys in upper secondary education,22.8
Tunisia,2010,1.0,Ratio of girls to boys in primary education,27.6
Tunisia,2010,1.1,Ratio of girls to boys in secondary education,27.6
Tunisia,2010,1.25,Ratio of girls to boys in upper secondary education,27.6
Tunisia,2015,1.0,Ratio of girls to boys in primary education,31.3
Tunisia,2018,0.99,Ratio of girls to boys in primary education,31.3
Tunisia,2020,0.98,Ratio of girls to boys in primary education,24.9
Türkiye,2005,0.95,Ratio of girls to boys in primary education,4.4
Türkiye,2005,0.83,Ratio of girls to boys in secondary education,4.4
Türkiye,2005,0.78,Ratio of girls to boys in upper secondary education,4.4
Türkiye,2010,0.99,Ratio of girls to boys in primary education,9.1
Türkiye,2010,0.92,Ratio of girls to boys in secondary education,9.1
Türkiye,2010,0.87,Ratio of girls to boys in upper secondary education,9.1
Türkiye,2015,0.99,Ratio of girls to boys in primary education,14.4
Türkiye,2015,0.97,Ratio of girls to boys in secondary education,14.4
Türkiye,2015,0.94,Ratio of girls to boys in upper secondary education,14.4
Türkiye,2018,0.99,Ratio of girls to boys in primary education,14.6
Türkiye,2018,0.98,Ratio of girls to boys in secondary education,14.6
Türkiye,2018,0.94,Ratio of girls to boys in upper secondary education,14.6
Türkiye,2019,0.99,Ratio of girls to boys in primary education,17.4
Türkiye,2019,0.96,Ratio of girls to boys in secondary education,17.4
Türkiye,2019,0.91,Ratio of girls to boys in upper secondary education,17.4
Turkmenistan,2019,0.98,Ratio of girls to boys in primary education,25.0
Turkmenistan,2019,0.98,Ratio of girls to boys in secondary education,25.0
Turkmenistan,2019,0.99,Ratio of girls to boys in upper secondary education,25.0
Turkmenistan,2020,0.98,Ratio of girls to boys in primary education,25.0
Turkmenistan,2020,0.98,Ratio of girls to boys in secondary education,25.0
Turkmenistan,2020,0.98,Ratio of girls to boys in upper secondary education,25.0
Tuvalu,2005,0.97,Ratio of girls to boys in primary education,0.0
Tuvalu,2015,0.96,Ratio of girls to boys in primary education,6.7
Tuvalu,2015,1.21,Ratio of girls to boys in secondary education,6.7
Tuvalu,2018,0.92,Ratio of girls to boys in primary education,6.7
Tuvalu,2018,1.14,Ratio of girls to boys in secondary education,6.7
Tuvalu,2018,1.48,Ratio of girls to boys in upper secondary education,6.7
Tuvalu,2019,0.96,Ratio of girls to boys in primary education,6.7
Tuvalu,2019,1.09,Ratio of girls to boys in secondary education,6.7
Tuvalu,2019,1.43,Ratio of girls to boys in upper secondary education,6.7
Tuvalu,2020,1.01,Ratio of girls to boys in primary education,6.3
Tuvalu,2020,1.01,Ratio of girls to boys in secondary education,6.3
Tuvalu,2020,1.18,Ratio of girls to boys in upper secondary education,6.3
Uganda,2005,0.99,Ratio of girls to boys in primary education,23.9
Uganda,2010,1.01,Ratio of girls to boys in primary education,31.5
Uganda,2015,1.02,Ratio of girls to boys in primary education,35.0
Ukraine,2005,1.0,Ratio of girls to boys in primary education,5.3
Ukraine,2005,0.93,Ratio of girls to boys in secondary education,5.3
Ukraine,2005,0.96,Ratio of girls to boys in upper secondary education,5.3
Ukraine,2010,1.01,Ratio of girls to boys in primary education,8.0
Ukraine,2010,0.98,Ratio of girls to boys in secondary education,8.0
Ukraine,2010,0.91,Ratio of girls to boys in upper secondary education,8.0
United Arab Emirates,2015,1.0,Ratio of girls to boys in primary education,17.5
United Arab Emirates,2019,1.0,Ratio of girls to boys in primary education,22.5
United Arab Emirates,2019,0.99,Ratio of girls to boys in secondary education,22.5
United Arab Emirates,2019,0.98,Ratio of girls to boys in upper secondary education,22.5
United Arab Emirates,2020,1.01,Ratio of girls to boys in primary education,50.0
United Arab Emirates,2020,1.01,Ratio of girls to boys in secondary education,50.0
United Arab Emirates,2020,1.02,Ratio of girls to boys in upper secondary education,50.0
United Kingdom,2005,1.0,Ratio of girls to boys in primary education,18.1
United Kingdom,2005,1.03,Ratio of girls to boys in secondary education,18.1
United Kingdom,2005,1.05,Ratio of girls to boys in upper secondary education,18.1
United Kingdom,2010,0.99,Ratio of girls to boys in primary education,19.5
United Kingdom,2010,1.0,Ratio of girls to boys in secondary education,19.5
United Kingdom,2010,1.04,Ratio of girls to boys in upper secondary education,19.5
United Kingdom,2015,1.0,Ratio of girls to boys in primary education,22.8
United Kingdom,2015,1.03,Ratio of girls to boys in secondary education,22.8
United Kingdom,2015,1.06,Ratio of girls to boys in upper secondary education,22.8
United Kingdom,2018,1.0,Ratio of girls to boys in primary education,32.0
United Kingdom,2018,1.03,Ratio of girls to boys in secondary education,32.0
United Kingdom,2018,1.06,Ratio of girls to boys in upper secondary education,32.0
United Kingdom,2019,1.0,Ratio of girls to boys in primary education,32.0
United Kingdom,2019,1.02,Ratio of girls to boys in secondary education,32.0
United Kingdom,2019,1.05,Ratio of girls to boys in upper secondary education,32.0
United Rep. of Tanzania,2005,0.97,Ratio of girls to boys in primary education,21.4
United Rep. of Tanzania,2010,1.02,Ratio of girls to boys in primary education,30.7
United Rep. of Tanzania,2010,0.82,Ratio of girls to boys in secondary education,30.7
United Rep. of Tanzania,2010,0.76,Ratio of girls to boys in upper secondary education,30.7
United Rep. of Tanzania,2015,1.05,Ratio of girls to boys in primary education,36.0
United Rep. of Tanzania,2015,0.99,Ratio of girls to boys in secondary education,36.0
United Rep. of Tanzania,2015,0.67,Ratio of girls to boys in upper secondary education,36.0
United Rep. of Tanzania,2018,1.03,Ratio of girls to boys in primary education,37.2
United Rep. of Tanzania,2018,1.05,Ratio of girls to boys in secondary education,37.2
United Rep. of Tanzania,2018,0.73,Ratio of girls to boys in upper secondary education,37.2
United Rep. of Tanzania,2019,1.02,Ratio of girls to boys in primary education,36.9
United Rep. of Tanzania,2019,1.08,Ratio of girls to boys in secondary education,36.9
United Rep. of Tanzania,2019,0.76,Ratio of girls to boys in upper secondary education,36.9
United Rep. of Tanzania,2020,1.03,Ratio of girls to boys in primary education,36.9
United Rep. of Tanzania,2020,1.1,Ratio of girls to boys in secondary education,36.9
United Rep. of Tanzania,2020,0.78,Ratio of girls to boys in upper secondary education,36.9
United States of America,2005,0.99,Ratio of girls to boys in primary education,14.9
United States of America,2005,1.02,Ratio of girls to boys in secondary education,14.9
United States of America,2005,1.06,Ratio of girls to boys in upper secondary education,14.9
United States of America,2015,1.0,Ratio of girls to boys in primary education,19.4
United States of America,2015,1.01,Ratio of girls to boys in secondary education,19.4
United States of America,2015,1.02,Ratio of girls to boys in upper secondary education,19.4
United States of America,2018,1.0,Ratio of girls to boys in primary education,19.5
United States of America,2018,0.99,Ratio of girls to boys in secondary education,19.5
United States of America,2018,0.99,Ratio of girls to boys in upper secondary education,19.5
United States of America,2019,1.01,Ratio of girls to boys in primary education,23.6
United States of America,2019,0.98,Ratio of girls to boys in secondary education,23.6
United States of America,2019,0.97,Ratio of girls to boys in upper secondary education,23.6
Uruguay,2005,0.97,Ratio of girls to boys in primary education,12.1
Uruguay,2005,1.15,Ratio of girls to boys in secondary education,12.1
Uruguay,2005,1.22,Ratio of girls to boys in upper secondary education,12.1
Uruguay,2010,0.97,Ratio of girls to boys in primary education,14.1
Uruguay,2010,1.17,Ratio of girls to boys in secondary education,14.1
Uruguay,2010,1.32,Ratio of girls to boys in upper secondary education,14.1
Uruguay,2015,0.98,Ratio of girls to boys in primary education,13.1
Uruguay,2018,0.99,Ratio of girls to boys in primary education,20.2
Uruguay,2018,1.11,Ratio of girls to boys in secondary education,20.2
Uruguay,2018,1.22,Ratio of girls to boys in upper secondary education,20.2
Uruguay,2019,0.99,Ratio of girls to boys in primary education,22.2
Uruguay,2019,1.11,Ratio of girls to boys in secondary education,22.2
Uruguay,2019,1.22,Ratio of girls to boys in upper secondary education,22.2
Uzbekistan,2005,1.0,Ratio of girls to boys in primary education,17.5
Uzbekistan,2005,0.97,Ratio of girls to boys in secondary education,17.5
Uzbekistan,2005,0.92,Ratio of girls to boys in upper secondary education,17.5
Uzbekistan,2010,0.98,Ratio of girls to boys in primary education,22.0
Uzbekistan,2010,1.0,Ratio of girls to boys in secondary education,22.0
Uzbekistan,2010,1.01,Ratio of girls to boys in upper secondary education,22.0
Uzbekistan,2015,0.99,Ratio of girls to boys in primary education,16.0
Uzbekistan,2015,0.99,Ratio of girls to boys in secondary education,16.0
Uzbekistan,2015,0.99,Ratio of girls to boys in upper secondary education,16.0
Uzbekistan,2018,0.99,Ratio of girls to boys in primary education,16.0
Uzbekistan,2018,0.99,Ratio of girls to boys in secondary education,16.0
Uzbekistan,2018,1.0,Ratio of girls to boys in upper secondary education,16.0
Uzbekistan,2019,0.99,Ratio of girls to boys in primary education,16.0
Uzbekistan,2019,0.99,Ratio of girls to boys in secondary education,16.0
Uzbekistan,2019,1.03,Ratio of girls to boys in upper secondary education,16.0
Uzbekistan,2020,0.98,Ratio of girls to boys in primary education,32.0
Vanuatu,2005,0.97,Ratio of girls to boys in primary education,3.8
Vanuatu,2010,0.99,Ratio of girls to boys in primary education,3.8
Vanuatu,2010,1.0,Ratio of girls to boys in secondary education,3.8
Vanuatu,2010,0.84,Ratio of girls to boys in upper secondary education,3.8
Vanuatu,2015,0.97,Ratio of girls to boys in primary education,0.0
Vanuatu,2015,1.03,Ratio of girls to boys in secondary education,0.0
Vanuatu,2015,1.05,Ratio of girls to boys in upper secondary education,0.0
Vanuatu,2019,0.96,Ratio of girls to boys in primary education,0.0
Vanuatu,2020,0.98,Ratio of girls to boys in primary education,0.0
Vanuatu,2020,1.14,Ratio of girls to boys in secondary education,0.0
Vanuatu,2020,1.3,Ratio of girls to boys in upper secondary education,0.0
Venezuela (Boliv. Rep. of),2005,0.98,Ratio of girls to boys in primary education,9.7
Venezuela (Boliv. Rep. of),2005,1.13,Ratio of girls to boys in secondary education,9.7
Venezuela (Boliv. Rep. of),2005,1.25,Ratio of girls to boys in upper secondary education,9.7
Venezuela (Boliv. Rep. of),2010,0.97,Ratio of girls to boys in primary education,17.5
Venezuela (Boliv. Rep. of),2010,1.1,Ratio of girls to boys in secondary education,17.5
Venezuela (Boliv. Rep. of),2010,1.18,Ratio of girls to boys in upper secondary education,17.5
Venezuela (Boliv. Rep. of),2015,0.98,Ratio of girls to boys in primary education,17.0
Venezuela (Boliv. Rep. of),2015,1.08,Ratio of girls to boys in secondary education,17.0
Venezuela (Boliv. Rep. of),2015,1.15,Ratio of girls to boys in upper secondary education,17.0
Viet Nam,2005,0.95,Ratio of girls to boys in primary education,27.3
Viet Nam,2010,0.95,Ratio of girls to boys in primary education,25.8
Viet Nam,2015,1.0,Ratio of girls to boys in primary education,24.3
Viet Nam,2018,1.02,Ratio of girls to boys in primary education,26.7
Viet Nam,2019,1.02,Ratio of girls to boys in primary education,26.7
Viet Nam,2020,1.02,Ratio of girls to boys in primary education,26.7
Yemen,2005,0.74,Ratio of girls to boys in primary education,0.3
Yemen,2005,0.49,Ratio of girls to boys in secondary education,0.3
Yemen,2005,0.45,Ratio of girls to boys in upper secondary education,0.3
Yemen,2010,0.82,Ratio of girls to boys in primary education,0.3
Yemen,2010,0.62,Ratio of girls to boys in secondary education,0.3
Yemen,2010,0.59,Ratio of girls to boys in upper secondary education,0.3
Zambia,2005,0.94,Ratio of girls to boys in primary education,12.0
Zambia,2010,1.01,Ratio of girls to boys in primary education,14.0
Zambia,2015,1.0,Ratio of girls to boys in primary education,12.7
Zimbabwe,2015,0.98,Ratio of girls to boys in primary education,31.5
Zimbabwe,2018,1.0,Ratio of girls to boys in primary education,33.2
Zimbabwe,2019,1.0,Ratio of girls to boys in primary education,31.9
Zimbabwe,2020,1.01,Ratio of girls to boys in primary education,31.9
