Area Code,Region/Country/Area,Year,Education Level,Ratio of Girls to Boys,Footnotes,Data Source
203,Czechia,2010,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2015,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2018,Ratio of girls to boys in primary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2019,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,1995,Ratio of girls to boys in secondary education,1.03,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2005,Ratio of girls to boys in secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2010,Ratio of girls to boys in secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2015,Ratio of girls to boys in secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2018,Ratio of girls to boys in secondary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2019,Ratio of girls to boys in secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,1995,Ratio of girls to boys in upper secondary education,1.06,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2005,Ratio of girls to boys in upper secondary education,1.03,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2010,Ratio of girls to boys in upper secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2015,Ratio of girls to boys in upper secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2018,Ratio of girls to boys in upper secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
203,Czechia,2019,Ratio of girls to boys in upper secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
408,Dem. People's Rep. Korea,2018,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
408,Dem. People's Rep. Korea,2015,Ratio of girls to boys in secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
408,Dem. People's Rep. Korea,2015,Ratio of girls to boys in upper secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
408,Dem. People's Rep. Korea,2018,Ratio of girls to boys in upper secondary education,1.02,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,1995,Ratio of girls to boys in primary education,0.69,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,2010,Ratio of girls to boys in primary education,0.87,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,2015,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,2018,Ratio of girls to boys in primary education,0.94,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,1995,Ratio of girls to boys in secondary education,0.61,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,2010,Ratio of girls to boys in secondary education,0.58,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,2015,Ratio of girls to boys in secondary education,0.64,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,2010,Ratio of girls to boys in upper secondary education,0.52,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
180,Dem. Rep. of the Congo,2015,Ratio of girls to boys in upper secondary education,0.62,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,1995,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2005,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2010,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2015,Ratio of girls to boys in primary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2018,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2019,Ratio of girls to boys in primary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,1995,Ratio of girls to boys in secondary education,1.03,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2005,Ratio of girls to boys in secondary education,1.04,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2010,Ratio of girls to boys in secondary education,1.01,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2015,Ratio of girls to boys in secondary education,1.05,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2018,Ratio of girls to boys in secondary education,1.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2019,Ratio of girls to boys in secondary education,0.99,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,1995,Ratio of girls to boys in upper secondary education,1.05,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
208,Denmark,2005,Ratio of girls to boys in upper secondary education,1.05,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2022."
